question_id,grade_level,question,choice_1,choice_2,correct_answer,correct_choice,user_choice,is_correct,response_time
668,Grade 2,16 - 10 =,6,7,6,choice_1,choice_2,False,3.46
669,Grade 4,18 * 10 =,180,181,180,choice_1,choice_2,False,5.99
670,Grade 4,15 * 2 =,29,30,30,choice_2,choice_2,True,7.18
671,Grade 5,68 - 28 =,40,39,40,choice_1,choice_1,True,7.38
672,Grade 4,15 * 10 =,149,150,150,choice_2,choice_1,False,3.93
673,Grade 1,7 - 5 =,2,3,2,choice_1,choice_2,False,6.53
674,Grade 5,9 * 3 =,27,28,27,choice_1,choice_1,True,4.05
675,Grade 3,6 * 5 =,29,30,30,choice_2,choice_1,False,7.83
676,Grade 1,15 - 15 =,0,3,0,choice_1,choice_1,True,5.12
677,Grade 2,2 - 2 =,2,0,0,choice_2,choice_1,False,7.55
678,Grade 4,20 * 5 =,103,100,100,choice_2,choice_2,True,4.46
679,Grade 5,11 * 8 =,88,87,88,choice_1,choice_2,False,8.05
680,Grade 4,20 * 10 =,200,199,200,choice_1,choice_1,True,6.95
681,Grade 1,7 + 15 =,25,22,22,choice_2,choice_2,True,9.63
682,Grade 3,111 + 94 =,205,203,205,choice_1,choice_2,False,10.0
683,Grade 2,16 - 1 =,15,18,15,choice_1,choice_1,True,6.14
684,Grade 5,128 + 29 =,157,159,157,choice_1,choice_2,False,4.69
685,Grade 1,16 - 9 =,7,10,7,choice_1,choice_1,True,3.96
686,Grade 5,38 - 26 =,13,12,12,choice_2,choice_2,True,9.94
687,Grade 3,19 * 2 =,38,39,38,choice_1,choice_2,False,9.81
688,Grade 5,46 + 91 =,137,138,137,choice_1,choice_1,True,6.92
689,Grade 1,10 + 4 =,14,12,14,choice_1,choice_1,True,9.92
690,Grade 4,3 * 7 =,21,22,21,choice_1,choice_1,True,3.09
691,Grade 1,7 - 4 =,3,1,3,choice_1,choice_2,False,4.57
692,Grade 4,11 * 8 =,88,86,88,choice_1,choice_2,False,4.67
693,Grade 5,20 - 13 =,10,7,7,choice_2,choice_1,False,5.31
694,Grade 5,16 * 5 =,79,80,80,choice_2,choice_2,True,7.33
695,Grade 4,15 * 3 =,44,45,45,choice_2,choice_1,False,9.06
696,Grade 5,9 * 5 =,47,45,45,choice_2,choice_1,False,7.23
697,Grade 3,16 * 11 =,174,176,176,choice_2,choice_2,True,3.19
698,Grade 5,15 * 10 =,153,150,150,choice_2,choice_2,True,6.06
699,Grade 2,10 - 7 =,4,3,3,choice_2,choice_2,True,4.67
700,Grade 2,20 + 11 =,31,33,31,choice_1,choice_1,True,5.12
701,Grade 3,108 + 89 =,195,197,197,choice_2,choice_2,True,9.51
702,Grade 1,11 - 6 =,5,7,5,choice_1,choice_1,True,7.11
703,Grade 4,10 * 12 =,123,120,120,choice_2,choice_1,False,5.25
704,Grade 2,13 - 1 =,11,12,12,choice_2,choice_1,False,3.92
705,Grade 1,4 - 3 =,4,1,1,choice_2,choice_1,False,9.11
706,Grade 3,3 * 6 =,18,21,18,choice_1,choice_1,True,5.3
707,Grade 1,15 - 9 =,9,6,6,choice_2,choice_1,False,5.3
708,Grade 4,20 * 10 =,199,200,200,choice_2,choice_1,False,6.43
709,Grade 4,19 * 10 =,190,192,190,choice_1,choice_1,True,5.18
710,Grade 1,11 - 7 =,4,6,4,choice_1,choice_2,False,5.27
711,Grade 4,34 + 70 =,104,103,104,choice_1,choice_1,True,9.91
712,Grade 4,18 * 4 =,75,72,72,choice_2,choice_2,True,3.28
713,Grade 1,19 + 13 =,32,30,32,choice_1,choice_2,False,9.17
714,Grade 4,73 + 107 =,183,180,180,choice_2,choice_2,True,3.01
715,Grade 3,42 - 37 =,8,5,5,choice_2,choice_1,False,3.03
716,Grade 1,16 - 12 =,7,4,4,choice_2,choice_2,True,6.55
717,Grade 5,75 - 47 =,28,29,28,choice_1,choice_1,True,9.49
718,Grade 5,9 * 3 =,26,27,27,choice_2,choice_2,True,5.78
719,Grade 5,12 * 9 =,110,108,108,choice_2,choice_2,True,8.07
720,Grade 1,2 + 18 =,21,20,20,choice_2,choice_2,True,6.41
721,Grade 1,14 - 11 =,3,1,3,choice_1,choice_1,True,7.36
722,Grade 1,12 + 18 =,32,30,30,choice_2,choice_2,True,4.57
723,Grade 2,9 + 18 =,26,27,27,choice_2,choice_1,False,4.62
724,Grade 2,11 - 4 =,7,10,7,choice_1,choice_1,True,5.9
725,Grade 4,61 - 45 =,16,17,16,choice_1,choice_2,False,4.4
726,Grade 2,18 - 4 =,14,12,14,choice_1,choice_2,False,3.16
727,Grade 2,13 + 10 =,21,23,23,choice_2,choice_2,True,8.49
728,Grade 1,5 - 2 =,1,3,3,choice_2,choice_1,False,3.17
729,Grade 2,9 + 20 =,31,29,29,choice_2,choice_2,True,4.29
730,Grade 3,107 + 82 =,189,188,189,choice_1,choice_1,True,4.67
731,Grade 5,53 + 28 =,81,82,81,choice_1,choice_2,False,7.55
732,Grade 5,11 * 3 =,31,33,33,choice_2,choice_2,True,5.74
733,Grade 5,35 - 10 =,25,28,25,choice_1,choice_2,False,7.74
734,Grade 5,126 + 34 =,159,160,160,choice_2,choice_2,True,4.95
735,Grade 3,57 - 18 =,37,39,39,choice_2,choice_1,False,3.86
736,Grade 3,3 * 12 =,34,36,36,choice_2,choice_2,True,9.07
737,Grade 3,99 - 18 =,81,80,81,choice_1,choice_1,True,6.3
738,Grade 3,79 + 73 =,152,150,152,choice_1,choice_2,False,4.62
739,Grade 1,19 + 1 =,20,23,20,choice_1,choice_1,True,9.06
740,Grade 1,13 + 2 =,15,16,15,choice_1,choice_2,False,7.55
741,Grade 2,3 - 1 =,4,2,2,choice_2,choice_2,True,5.51
742,Grade 2,1 + 12 =,15,13,13,choice_2,choice_1,False,3.0
743,Grade 1,4 + 14 =,16,18,18,choice_2,choice_1,False,7.07
744,Grade 3,11 * 9 =,101,99,99,choice_2,choice_2,True,7.04
745,Grade 2,2 + 4 =,9,6,6,choice_2,choice_1,False,9.0
746,Grade 2,19 - 1 =,21,18,18,choice_2,choice_1,False,5.37
747,Grade 3,31 - 19 =,12,14,12,choice_1,choice_1,True,4.53
748,Grade 5,13 * 9 =,117,118,117,choice_1,choice_1,True,3.0
749,Grade 2,4 - 4 =,1,0,0,choice_2,choice_1,False,3.93
750,Grade 4,20 * 5 =,100,101,100,choice_1,choice_2,False,3.72
751,Grade 4,17 * 2 =,37,34,34,choice_2,choice_1,False,5.45
752,Grade 3,24 - 11 =,14,13,13,choice_2,choice_1,False,8.41
753,Grade 2,6 + 9 =,15,18,15,choice_1,choice_1,True,5.52
754,Grade 4,86 + 58 =,144,147,144,choice_1,choice_1,True,7.94
755,Grade 3,78 - 20 =,60,58,58,choice_2,choice_1,False,9.66
756,Grade 4,10 * 2 =,19,20,20,choice_2,choice_1,False,5.04
757,Grade 5,14 * 2 =,28,26,28,choice_1,choice_2,False,3.5
758,Grade 3,122 + 85 =,208,207,207,choice_2,choice_1,False,9.56
759,Grade 2,19 - 10 =,9,7,9,choice_1,choice_1,True,8.86
760,Grade 5,15 * 10 =,148,150,150,choice_2,choice_2,True,3.6
761,Grade 4,19 * 2 =,38,40,38,choice_1,choice_1,True,8.0
762,Grade 2,1 + 17 =,16,18,18,choice_2,choice_1,False,8.25
763,Grade 5,51 + 115 =,168,166,166,choice_2,choice_1,False,7.73
764,Grade 1,4 - 1 =,1,3,3,choice_2,choice_1,False,6.12
765,Grade 5,86 - 74 =,14,12,12,choice_2,choice_2,True,3.79
766,Grade 4,57 + 92 =,149,148,149,choice_1,choice_2,False,3.03
767,Grade 4,118 + 31 =,149,147,149,choice_1,choice_1,True,4.13
768,Grade 4,15 * 6 =,89,90,90,choice_2,choice_2,True,6.01
769,Grade 4,10 * 5 =,50,52,50,choice_1,choice_1,True,6.76
770,Grade 1,19 - 13 =,6,8,6,choice_1,choice_2,False,9.78
771,Grade 3,84 - 42 =,43,42,42,choice_2,choice_1,False,6.49
772,Grade 5,12 * 10 =,120,118,120,choice_1,choice_1,True,5.49
773,Grade 1,10 + 20 =,30,28,30,choice_1,choice_1,True,7.87
774,Grade 1,13 + 18 =,31,33,31,choice_1,choice_1,True,7.19
775,Grade 5,91 - 26 =,65,64,65,choice_1,choice_2,False,9.73
776,Grade 1,17 + 4 =,21,23,21,choice_1,choice_2,False,3.8
777,Grade 4,34 + 143 =,177,180,177,choice_1,choice_1,True,8.65
778,Grade 4,86 - 85 =,3,1,1,choice_2,choice_2,True,7.68
779,Grade 3,65 - 28 =,37,39,37,choice_1,choice_1,True,9.54
780,Grade 3,4 * 8 =,33,32,32,choice_2,choice_1,False,3.85
781,Grade 2,17 + 14 =,34,31,31,choice_2,choice_2,True,9.42
782,Grade 1,16 - 6 =,8,10,10,choice_2,choice_2,True,3.32
783,Grade 5,75 + 67 =,142,145,142,choice_1,choice_1,True,4.38
784,Grade 2,19 - 16 =,4,3,3,choice_2,choice_2,True,6.55
785,Grade 5,2 * 7 =,16,14,14,choice_2,choice_2,True,4.83
786,Grade 2,13 + 12 =,27,25,25,choice_2,choice_2,True,7.51
787,Grade 4,29 + 98 =,127,129,127,choice_1,choice_2,False,5.56
788,Grade 5,75 - 22 =,53,55,53,choice_1,choice_1,True,7.89
789,Grade 3,43 - 29 =,17,14,14,choice_2,choice_1,False,3.97
790,Grade 5,88 - 52 =,36,34,36,choice_1,choice_2,False,8.64
791,Grade 4,135 + 121 =,256,259,256,choice_1,choice_1,True,7.43
792,Grade 3,19 * 5 =,95,96,95,choice_1,choice_2,False,8.68
793,Grade 1,4 - 3 =,1,4,1,choice_1,choice_1,True,7.01
794,Grade 5,60 - 39 =,19,21,21,choice_2,choice_2,True,3.03
795,Grade 1,20 - 3 =,17,19,17,choice_1,choice_2,False,8.81
796,Grade 4,59 + 54 =,115,113,113,choice_2,choice_2,True,4.82
797,Grade 3,58 - 38 =,18,20,20,choice_2,choice_1,False,6.36
798,Grade 5,28 - 17 =,11,9,11,choice_1,choice_2,False,4.56
799,Grade 1,9 + 14 =,26,23,23,choice_2,choice_1,False,5.32
800,Grade 5,34 + 108 =,142,141,142,choice_1,choice_2,False,9.29
801,Grade 4,105 + 104 =,209,208,209,choice_1,choice_1,True,5.64
802,Grade 4,5 * 8 =,40,41,40,choice_1,choice_2,False,3.52
803,Grade 4,89 - 78 =,10,11,11,choice_2,choice_2,True,5.51
804,Grade 4,44 - 11 =,31,33,33,choice_2,choice_2,True,8.64
805,Grade 5,119 + 111 =,230,229,230,choice_1,choice_1,True,5.33
806,Grade 2,15 - 8 =,5,7,7,choice_2,choice_1,False,9.8
807,Grade 1,14 + 6 =,18,20,20,choice_2,choice_2,True,4.78
808,Grade 2,10 + 15 =,28,25,25,choice_2,choice_1,False,3.94
809,Grade 1,17 + 11 =,30,28,28,choice_2,choice_2,True,4.45
810,Grade 3,113 + 124 =,237,240,237,choice_1,choice_1,True,5.63
811,Grade 1,19 + 19 =,39,38,38,choice_2,choice_1,False,9.04
812,Grade 3,57 - 53 =,3,4,4,choice_2,choice_2,True,4.85
813,Grade 4,66 + 23 =,89,90,89,choice_1,choice_2,False,7.45
814,Grade 2,11 + 11 =,25,22,22,choice_2,choice_2,True,3.32
815,Grade 3,30 - 21 =,8,9,9,choice_2,choice_1,False,6.45
816,Grade 3,79 - 72 =,8,7,7,choice_2,choice_2,True,3.24
817,Grade 1,3 + 20 =,22,23,23,choice_2,choice_1,False,8.83
818,Grade 3,29 + 29 =,58,56,58,choice_1,choice_1,True,9.69
819,Grade 4,14 * 7 =,99,98,98,choice_2,choice_2,True,9.8
820,Grade 2,10 + 8 =,18,20,18,choice_1,choice_1,True,5.26
821,Grade 4,15 * 7 =,107,105,105,choice_2,choice_1,False,9.85
822,Grade 4,133 + 93 =,227,226,226,choice_2,choice_2,True,7.24
823,Grade 2,17 - 12 =,5,8,5,choice_1,choice_2,False,4.2
824,Grade 4,34 - 20 =,14,17,14,choice_1,choice_1,True,4.15
825,Grade 1,13 - 5 =,7,8,8,choice_2,choice_1,False,7.27
826,Grade 5,73 + 67 =,139,140,140,choice_2,choice_1,False,7.81
827,Grade 2,12 - 3 =,12,9,9,choice_2,choice_1,False,4.71
828,Grade 4,97 - 69 =,27,28,28,choice_2,choice_1,False,7.06
829,Grade 1,2 + 2 =,4,3,4,choice_1,choice_2,False,9.91
830,Grade 5,89 - 73 =,16,18,16,choice_1,choice_2,False,9.42
831,Grade 2,9 + 7 =,17,16,16,choice_2,choice_1,False,4.4
832,Grade 3,119 + 114 =,233,234,233,choice_1,choice_1,True,7.83
833,Grade 1,9 - 2 =,5,7,7,choice_2,choice_2,True,4.95
834,Grade 2,20 - 10 =,10,13,10,choice_1,choice_2,False,7.42
835,Grade 1,19 - 13 =,6,7,6,choice_1,choice_1,True,3.86
836,Grade 3,73 - 10 =,63,65,63,choice_1,choice_1,True,4.45
837,Grade 1,5 + 20 =,25,24,25,choice_1,choice_1,True,4.74
838,Grade 3,74 + 110 =,182,184,184,choice_2,choice_2,True,6.51
839,Grade 4,118 + 107 =,225,228,225,choice_1,choice_1,True,8.19
840,Grade 4,90 - 83 =,7,5,7,choice_1,choice_1,True,9.2
841,Grade 2,11 - 5 =,4,6,6,choice_2,choice_1,False,4.27
842,Grade 3,26 - 22 =,5,4,4,choice_2,choice_1,False,4.35
843,Grade 4,13 * 10 =,131,130,130,choice_2,choice_2,True,9.55
844,Grade 2,18 - 5 =,13,11,13,choice_1,choice_2,False,5.02
845,Grade 4,43 - 20 =,26,23,23,choice_2,choice_2,True,7.79
846,Grade 5,4 * 11 =,44,46,44,choice_1,choice_1,True,6.86
847,Grade 5,104 + 101 =,208,205,205,choice_2,choice_2,True,5.98
848,Grade 4,49 - 24 =,23,25,25,choice_2,choice_1,False,8.19
849,Grade 4,33 + 27 =,63,60,60,choice_2,choice_2,True,4.91
850,Grade 5,129 + 82 =,209,211,211,choice_2,choice_1,False,7.77
851,Grade 1,15 - 14 =,1,2,1,choice_1,choice_1,True,9.07
852,Grade 2,2 + 14 =,16,17,16,choice_1,choice_2,False,8.61
853,Grade 5,18 * 11 =,201,198,198,choice_2,choice_1,False,4.71
854,Grade 3,129 + 133 =,262,261,262,choice_1,choice_2,False,9.09
855,Grade 4,4 * 7 =,28,31,28,choice_1,choice_1,True,4.71
856,Grade 5,77 + 147 =,224,222,224,choice_1,choice_1,True,9.63
857,Grade 2,9 + 11 =,20,21,20,choice_1,choice_2,False,5.86
858,Grade 2,14 - 8 =,5,6,6,choice_2,choice_1,False,4.92
859,Grade 5,60 + 117 =,175,177,177,choice_2,choice_2,True,8.67
860,Grade 1,10 + 2 =,12,13,12,choice_1,choice_2,False,9.57
861,Grade 1,11 - 7 =,4,7,4,choice_1,choice_2,False,8.62
862,Grade 3,69 - 60 =,9,11,9,choice_1,choice_1,True,7.63
863,Grade 2,12 - 10 =,2,3,2,choice_1,choice_2,False,7.43
864,Grade 2,13 - 1 =,10,12,12,choice_2,choice_1,False,4.2
865,Grade 1,16 + 11 =,25,27,27,choice_2,choice_1,False,3.22
866,Grade 5,14 * 10 =,140,138,140,choice_1,choice_1,True,3.17
867,Grade 5,16 * 5 =,82,80,80,choice_2,choice_1,False,5.35
868,Grade 3,73 + 136 =,209,208,209,choice_1,choice_1,True,4.71
869,Grade 1,8 - 4 =,6,4,4,choice_2,choice_2,True,5.01
870,Grade 5,87 - 75 =,14,12,12,choice_2,choice_2,True,3.18
871,Grade 3,121 + 40 =,164,161,161,choice_2,choice_1,False,9.8
872,Grade 3,22 + 76 =,98,99,98,choice_1,choice_1,True,5.61
873,Grade 2,15 - 10 =,5,8,5,choice_1,choice_1,True,9.42
874,Grade 1,18 - 16 =,2,5,2,choice_1,choice_2,False,6.07
875,Grade 1,14 + 18 =,32,34,32,choice_1,choice_2,False,4.96
876,Grade 2,15 - 14 =,2,1,1,choice_2,choice_1,False,9.13
877,Grade 3,51 + 138 =,189,188,189,choice_1,choice_1,True,5.85
878,Grade 2,13 + 5 =,16,18,18,choice_2,choice_2,True,8.02
879,Grade 2,2 + 2 =,3,4,4,choice_2,choice_1,False,3.17
880,Grade 3,14 * 9 =,124,126,126,choice_2,choice_1,False,4.67
881,Grade 3,26 + 101 =,127,129,127,choice_1,choice_2,False,5.81
882,Grade 1,14 - 9 =,8,5,5,choice_2,choice_2,True,6.31
883,Grade 5,81 + 60 =,141,142,141,choice_1,choice_2,False,8.17
884,Grade 4,127 + 54 =,179,181,181,choice_2,choice_1,False,4.14
885,Grade 2,18 + 18 =,36,38,36,choice_1,choice_2,False,6.08
886,Grade 2,16 - 8 =,7,8,8,choice_2,choice_2,True,6.58
887,Grade 5,27 - 24 =,2,3,3,choice_2,choice_1,False,7.95
888,Grade 4,35 + 124 =,159,160,159,choice_1,choice_2,False,8.23
889,Grade 5,17 * 9 =,156,153,153,choice_2,choice_2,True,3.16
890,Grade 1,20 + 8 =,28,27,28,choice_1,choice_2,False,5.81
891,Grade 4,44 - 37 =,7,10,7,choice_1,choice_2,False,4.05
892,Grade 5,3 * 4 =,11,12,12,choice_2,choice_1,False,7.9
893,Grade 5,66 + 58 =,122,124,124,choice_2,choice_1,False,9.24
894,Grade 3,55 + 141 =,197,196,196,choice_2,choice_1,False,4.77
895,Grade 3,4 * 2 =,6,8,8,choice_2,choice_1,False,8.04
896,Grade 5,124 + 146 =,270,272,270,choice_1,choice_1,True,6.87
897,Grade 2,11 + 3 =,14,17,14,choice_1,choice_1,True,8.45
898,Grade 3,73 - 33 =,38,40,40,choice_2,choice_1,False,8.31
899,Grade 1,2 - 1 =,1,-1,1,choice_1,choice_1,True,6.48
900,Grade 3,18 * 6 =,108,110,108,choice_1,choice_1,True,3.79
901,Grade 3,142 + 84 =,226,224,226,choice_1,choice_1,True,8.19
902,Grade 2,20 - 9 =,10,11,11,choice_2,choice_1,False,5.57
903,Grade 5,79 - 57 =,21,22,22,choice_2,choice_1,False,4.73
904,Grade 2,8 - 2 =,4,6,6,choice_2,choice_1,False,4.37
905,Grade 2,20 - 1 =,19,21,19,choice_1,choice_2,False,8.7
906,Grade 5,73 + 60 =,132,133,133,choice_2,choice_1,False,5.66
907,Grade 2,3 - 3 =,-1,0,0,choice_2,choice_1,False,6.7
908,Grade 4,49 - 23 =,28,26,26,choice_2,choice_1,False,9.56
909,Grade 5,10 * 4 =,41,40,40,choice_2,choice_2,True,7.35
910,Grade 4,93 - 59 =,34,36,34,choice_1,choice_1,True,8.79
911,Grade 4,35 - 26 =,9,11,9,choice_1,choice_1,True,9.02
912,Grade 3,5 * 3 =,13,15,15,choice_2,choice_1,False,7.56
913,Grade 2,16 - 5 =,9,11,11,choice_2,choice_2,True,4.64
914,Grade 3,16 * 10 =,160,159,160,choice_1,choice_1,True,4.36
915,Grade 2,19 - 7 =,14,12,12,choice_2,choice_2,True,4.03
916,Grade 5,5 * 10 =,51,50,50,choice_2,choice_1,False,6.58
917,Grade 4,73 + 54 =,126,127,127,choice_2,choice_1,False,7.28
918,Grade 2,2 + 8 =,11,10,10,choice_2,choice_2,True,8.61
919,Grade 2,15 - 4 =,11,14,11,choice_1,choice_1,True,6.53
920,Grade 3,94 - 73 =,21,22,21,choice_1,choice_1,True,4.53
921,Grade 4,62 + 138 =,200,203,200,choice_1,choice_2,False,5.66
922,Grade 3,31 + 84 =,116,115,115,choice_2,choice_1,False,6.47
923,Grade 2,14 - 4 =,9,10,10,choice_2,choice_1,False,7.69
924,Grade 1,1 + 19 =,20,18,20,choice_1,choice_2,False,7.95
925,Grade 4,20 * 7 =,140,141,140,choice_1,choice_1,True,7.26
926,Grade 2,14 - 5 =,12,9,9,choice_2,choice_2,True,3.51
927,Grade 4,8 * 2 =,16,19,16,choice_1,choice_1,True,3.66
928,Grade 1,9 - 6 =,2,3,3,choice_2,choice_2,True,3.49
929,Grade 1,11 + 11 =,21,22,22,choice_2,choice_2,True,4.57
930,Grade 4,60 - 45 =,13,15,15,choice_2,choice_1,False,3.05
931,Grade 5,20 * 3 =,58,60,60,choice_2,choice_2,True,5.63
932,Grade 5,87 - 17 =,68,70,70,choice_2,choice_2,True,5.79
933,Grade 2,14 - 14 =,0,3,0,choice_1,choice_1,True,5.97
934,Grade 4,40 + 131 =,171,173,171,choice_1,choice_1,True,9.41
935,Grade 3,36 - 28 =,8,10,8,choice_1,choice_2,False,5.8
936,Grade 1,11 - 5 =,6,7,6,choice_1,choice_2,False,6.99
937,Grade 3,15 * 6 =,89,90,90,choice_2,choice_2,True,7.26
938,Grade 3,19 * 4 =,79,76,76,choice_2,choice_1,False,4.98
939,Grade 5,48 - 35 =,16,13,13,choice_2,choice_2,True,7.52
940,Grade 3,15 * 12 =,178,180,180,choice_2,choice_2,True,4.48
941,Grade 4,7 * 4 =,28,29,28,choice_1,choice_1,True,9.55
942,Grade 1,10 + 10 =,20,23,20,choice_1,choice_2,False,6.43
943,Grade 2,16 - 13 =,2,3,3,choice_2,choice_2,True,4.48
944,Grade 5,40 - 22 =,18,20,18,choice_1,choice_1,True,6.93
945,Grade 3,45 + 58 =,101,103,103,choice_2,choice_2,True,3.69
946,Grade 3,99 + 112 =,210,211,211,choice_2,choice_1,False,7.69
947,Grade 3,139 + 92 =,232,231,231,choice_2,choice_1,False,6.8
948,Grade 2,10 + 6 =,14,16,16,choice_2,choice_1,False,4.06
949,Grade 2,11 + 10 =,21,23,21,choice_1,choice_2,False,9.89
950,Grade 2,5 - 2 =,3,4,3,choice_1,choice_1,True,8.08
951,Grade 2,1 + 10 =,11,12,11,choice_1,choice_1,True,4.4
952,Grade 1,4 - 2 =,4,2,2,choice_2,choice_1,False,4.23
953,Grade 4,85 - 38 =,47,48,47,choice_1,choice_1,True,4.27
954,Grade 1,19 - 15 =,5,4,4,choice_2,choice_2,True,7.85
955,Grade 3,5 * 9 =,45,46,45,choice_1,choice_1,True,6.4
956,Grade 2,20 - 17 =,1,3,3,choice_2,choice_2,True,8.86
957,Grade 3,87 - 69 =,18,17,18,choice_1,choice_1,True,6.45
958,Grade 2,13 - 12 =,1,0,1,choice_1,choice_2,False,8.41
959,Grade 2,10 + 17 =,27,29,27,choice_1,choice_1,True,3.9
960,Grade 4,81 - 60 =,21,22,21,choice_1,choice_2,False,5.04
961,Grade 3,56 + 44 =,103,100,100,choice_2,choice_2,True,8.32
962,Grade 2,18 - 4 =,14,16,14,choice_1,choice_2,False,8.94
963,Grade 3,18 * 12 =,219,216,216,choice_2,choice_2,True,9.14
964,Grade 1,17 - 13 =,4,6,4,choice_1,choice_1,True,5.79
965,Grade 5,35 + 34 =,67,69,69,choice_2,choice_1,False,5.81
966,Grade 2,16 + 14 =,28,30,30,choice_2,choice_2,True,9.79
967,Grade 1,9 + 6 =,13,15,15,choice_2,choice_1,False,4.59
968,Grade 3,48 - 32 =,15,16,16,choice_2,choice_2,True,3.27
969,Grade 5,84 - 65 =,19,18,19,choice_1,choice_2,False,9.68
970,Grade 3,42 - 24 =,18,19,18,choice_1,choice_2,False,7.24
971,Grade 1,5 - 3 =,2,4,2,choice_1,choice_1,True,5.77
972,Grade 5,28 + 44 =,74,72,72,choice_2,choice_2,True,6.06
973,Grade 2,19 - 11 =,11,8,8,choice_2,choice_2,True,5.62
974,Grade 4,32 + 39 =,69,71,71,choice_2,choice_2,True,4.89
975,Grade 2,9 + 5 =,17,14,14,choice_2,choice_1,False,7.09
976,Grade 4,59 - 17 =,40,42,42,choice_2,choice_2,True,4.9
977,Grade 3,10 * 12 =,119,120,120,choice_2,choice_2,True,4.39
978,Grade 1,15 + 8 =,24,23,23,choice_2,choice_1,False,8.29
979,Grade 4,15 * 7 =,105,107,105,choice_1,choice_1,True,8.41
980,Grade 4,16 * 10 =,160,158,160,choice_1,choice_2,False,7.94
981,Grade 1,1 + 11 =,12,15,12,choice_1,choice_2,False,3.4
982,Grade 1,11 + 17 =,29,28,28,choice_2,choice_1,False,6.61
983,Grade 3,95 + 43 =,138,141,138,choice_1,choice_2,False,3.36
984,Grade 2,19 + 14 =,33,31,33,choice_1,choice_1,True,4.09
985,Grade 5,79 + 128 =,209,207,207,choice_2,choice_1,False,5.57
986,Grade 1,10 + 2 =,14,12,12,choice_2,choice_1,False,7.2
987,Grade 1,15 + 17 =,32,33,32,choice_1,choice_2,False,8.56
988,Grade 5,74 + 71 =,144,145,145,choice_2,choice_2,True,5.44
989,Grade 4,40 - 25 =,13,15,15,choice_2,choice_2,True,8.09
990,Grade 3,58 - 55 =,3,6,3,choice_1,choice_2,False,7.78
991,Grade 3,16 * 7 =,114,112,112,choice_2,choice_1,False,8.18
992,Grade 1,15 - 11 =,5,4,4,choice_2,choice_2,True,6.95
993,Grade 4,69 - 12 =,57,56,57,choice_1,choice_2,False,7.32
994,Grade 3,121 + 124 =,245,246,245,choice_1,choice_1,True,3.7
995,Grade 1,2 + 2 =,4,5,4,choice_1,choice_2,False,6.21
996,Grade 5,46 - 29 =,17,16,17,choice_1,choice_2,False,5.69
997,Grade 4,43 + 120 =,163,162,163,choice_1,choice_2,False,9.87
998,Grade 1,20 - 11 =,9,12,9,choice_1,choice_2,False,5.65
999,Grade 4,83 + 77 =,160,161,160,choice_1,choice_1,True,3.98
1000,Grade 1,11 - 3 =,11,8,8,choice_2,choice_1,False,4.91
